Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Kenya,KEN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,24.8422712933754,45.7334197450853,48.2747901771837,..,..,..,..,..,..,..
Kenya,KEN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,18.1396491550783,17.1699033125972,..,..,..,..,..,..,..,..
Kenya,KEN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,476.249235137557,515.58168167853,..,..,..,..,..,..,..,..
Kenya,KEN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,..,..,..,..,..,..
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,69.2879675529518,81.4862821343703,87.5142472282665,..,..,..,..,..,..,..
Kenya,KEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,76.73,74.95,72.04,70.94,71.3,72.47,68.08,..,..,..
Kenya,KEN,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,533970000,800940000,..,..,..,300000000,220200000,147160000,98410000,..
Kenya,KEN,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,533970000,800940000,..,..,..,300000000,220200000,147160000,98410000,..
Kenya,KEN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.81417081489596,1.2022089166437,0.883800359405497,0.627591458025454,1.64085110521414,0.832686431508354,0.468162589298899,0.423482497895464,0.419901403554731,..
Kenya,KEN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,61102.16,63704.46,65911.87,71642.67,68193.01,68700.53,81012.89,..,..,..
Kenya,KEN,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,..,4.64120793878789,7.18171947984478,4.23607338920379,..,..,..,..,..,..
Kenya,KEN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,19.0802591143975,19.0360328023672,18.8940456983605,18.1621592865164,17.5035092078691,17.313146131064,16.9305452274709,17.4044520575429,16.9949248648559,..
Kenya,KEN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.9090166252394,10.0650334327975,9.97517981812866,9.32149110147083,8.7391417305051,8.40838529183248,7.90461593672111,7.61164998170032,7.24421814815427,..
Kenya,KEN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,12.4706630110163,13.3703099268027,14.8816452581745,14.5528500006112,12.5594349491202,12.143535950917,12.8856291359149,13.1052154889549,..,..
Kenya,KEN,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,6015951000000,6301542000000,6635134000000,6926656000000,7180168000000,7583875000000,7981006000000,8021611000000,8593700000000,..
Kenya,KEN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.66940200706872,2.64310943602707,2.70967011611946,2.65839831359762,2.31435620783369,1.36132463517161,1.22718421158535,1.26881196888613,1.22792857770901,..
Kenya,KEN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0,0,0,0,0,0,0,0,0,..
Kenya,KEN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.99501624498553,2.96587531071929,3.00211147612387,2.69103224206902,2.35803802233102,1.38061876101333,1.24520970698003,1.29058747300495,1.24534198237127,..
Kenya,KEN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,..,..,..,..,..,..,..
Kenya,KEN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,462.132298966645,451.650852595715,441.821613008321,432.198405375796,422.896585420606,414.387004311066,406.269105197202,398.185811581552,..,..
Kenya,KEN,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,..
Nigeria,NGA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.277955771593848,0.274463995659247,..,..,..,..,..,..,..,..
Nigeria,NGA,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,74.8702212672534,74.3391712458903,..,..,..,..,..,..,..,..
Nigeria,NGA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,..,..,..,..,..,..,..
Nigeria,NGA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-90.5783529176016,-93.0272192925366,..,..,..,..,..,..,..,..
Nigeria,NGA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,766.922224903943,750.970916241396,..,..,..,..,..,..,..,..
Nigeria,NGA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,28653.938,32702.306,32474.952,31862.563,..,..,..,..,..,..
Nigeria,NGA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,18.4399127514455,17.5913129318855,18.1951250556864,..,..,..,..,..,..,..
Nigeria,NGA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,82.19,80.64,82.15,82.02,82.32,82.28,81.4,..,..,..
